playerID,candidate,inducted,inducted_percent,max_percent,ERA,avg_opp,obp_opp,so_per,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BFP,W_team,L_team,W_team_percent,Div_w,Lg_w,WS_w,W_post,L_post,G_post,GS_post,CG_post,SHO_post,SV_post,IPouts_post,H_post,ER_post,HR_post,BB_post,SO_post,BFP_post,GP_allstar,startingPos_allstar,Pitching_Triple_Crown,Most_Valuable_Player,Rookie_of_the_Year,Babe_Ruth_Award,Lou_Gehrig_Memorial_Award,World_Series_MVP,Cy_Young_Award,Gold_Glove,All-Star_Game_MVP,Hutch_Award,Roberto_Clemente_Award,Rolaids_Relief_Man_Award,NLCS_MVP,ALCS_MVP,Silver_Slugger,birthCountry_USA,bats_L,throws_L,duration
altavda01,0,0,0,0,4.034482759,0.188259109,0.309716599,7.050607287,8,7,119,0,0,0,1,348,93,52,16,60,129,494,464,466,0.498924731,0,0,0,0,0,2,0,0,0,0,6,2,1,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.63801447
alvarda01,0,0,0,0,5.0625,0.252252252,0.351351351,7.418918919,6,1,56,0,0,0,0,144,56,27,10,22,61,222,410,399,0.506798517,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.820044217
alvarhe01,0,0,0,0,3.817080208,0.251546392,0.309278351,3.362474227,27,35,95,95,5,5,0,1733,610,245,56,140,302,2425,430,542,0.442386831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.143863324
alvarjo02,0,0,0,0,3.4659271,0.230854606,0.306881243,5.394006659,22,25,447,8,0,0,4,1262,416,162,39,137,360,1802,807,711,0.531620553,3,0,0,0,0,2,0,0,0,0,10,0,0,0,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.007714053
alvarjo03,0,0,0,0,3.572423398,0.176583493,0.312859885,8.032629559,13,18,272,1,0,0,22,718,184,95,13,142,310,1042,475,395,0.545977011,1,2,0,1,0,14,0,0,0,1,39,10,7,3,8,18,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.421055874
alvarrj01,0,0,0,0,7.714285714,0.232876712,0.376712329,6.287671233,0,1,32,0,0,0,0,91,34,26,9,21,34,146,246,240,0.50617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.953619855
alzolad01,0,0,0,0,4.482625483,0.203342618,0.284122563,7.10724234,9,16,45,27,0,0,1,518,146,86,31,58,189,718,263,283,0.481684982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.296440036
anderbr04,0,0,0,0,4.072493423,0.252071251,0.315037283,4.317315659,67,74,222,210,3,1,3,3421,1217,516,115,304,772,4828,1155,1011,0.533240997,6,0,0,1,1,3,2,0,0,0,28,10,7,1,3,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12.48485595
anderch01,0,0,0,0,4.253808864,0.225432099,0.305925926,5.446666667,58,50,199,183,0,0,0,2888,913,455,153,326,817,4050,663,694,0.488577745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.405374511
anderco01,0,0,0,0,4.761410788,0.255506608,0.321585903,4.242290749,9,9,39,26,1,0,0,482,174,85,23,45,107,681,268,216,0.553719008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.88782795
anderdr02,0,0,0,0,6.496240602,0.259803922,0.343137255,3.970588235,1,3,19,2,0,0,0,133,53,32,4,17,30,204,322,386,0.45480226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.175308186
anderia01,0,0,0,0,3.965728274,0.206689537,0.310463122,6.066895369,22,13,52,52,0,0,0,817,241,120,29,121,262,1166,224,159,0.584856397,3,1,1,4,0,8,8,0,0,0,107,20,5,1,17,40,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.965817231
anderju01,0,0,0,0,4.749185668,0.183406114,0.340611354,7.486899563,6,3,111,0,0,0,5,307,84,54,9,72,127,458,152,172,0.469135802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.437401179
anderni01,0,0,0,0,2.885496183,0.176300578,0.242774566,10.69075145,7,6,93,0,0,0,8,262,61,28,11,23,137,346,293,253,0.536630037,2,1,0,1,2,14,0,0,0,1,61,21,10,3,4,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.502447004
andersh01,0,0,0,0,5.837837838,0.2576,0.3568,4.6224,3,5,63,16,0,0,2,407,161,88,20,62,107,625,402,468,0.462068966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.121213988
anderta01,0,0,0,0,5.818965517,0.277777778,0.361111111,3.75,1,3,12,5,0,0,0,116,50,25,5,15,25,180,240,245,0.494845361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.249895617
anderty01,0,0,0,0,4.161611965,0.232031017,0.297942141,5.475693409,44,43,147,141,1,0,0,2407,778,371,112,221,680,3353,615,580,0.514644351,1,0,0,0,1,3,2,0,0,0,36,8,3,1,4,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6.308137744
andrima01,0,0,0,0,4.632612967,0.243924805,0.31132508,5.867950481,28,37,217,50,1,1,8,1527,532,262,76,147,474,2181,693,663,0.511061947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.469674258
antonte01,0,0,0,0,2.47826087,0.137546468,0.24535316,8.732342007,2,3,36,4,0,0,3,207,37,19,7,29,87,269,114,108,0.513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.078735361
appelma01,0,0,0,0,1.741935484,0.225,0.3,3.375,0,0,6,0,0,0,0,31,9,2,0,3,5,40,87,75,0.537037037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.095826745
aquinja01,0,0,0,0,6.319148936,0.228571429,0.314285714,6.171428571,1,2,7,2,0,0,0,47,16,11,4,6,16,70,164,160,0.50617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.004811872
aranovi01,0,0,0,0,3.317142857,0.221995927,0.293279022,6.818737271,4,3,116,0,0,0,4,350,109,43,12,35,124,491,282,366,0.435185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.972039125
araujpe01,0,0,0,0,8.162790698,0.231343284,0.373134328,5.843283582,1,3,21,0,0,0,0,86,31,26,10,19,29,134,101,223,0.311728395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004811872
archech01,0,0,0,0,3.926308032,0.215271711,0.298444872,6.859688974,63,89,243,240,3,3,0,4071,1232,592,165,476,1454,5723,906,876,0.508417508,1,0,0,0,0,2,0,0,0,0,5,1,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.22608267
arihako01,0,0,0,0,7.565934066,0.283216783,0.367132867,3.587412587,3,7,15,14,0,0,0,182,81,51,15,24,38,286,128,196,0.395061728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.440139086
armenro01,0,0,0,0,4,0.226666667,0.293333333,6.48,1,1,5,2,0,0,1,54,17,8,1,5,18,75,107,55,0.660493827,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177963955
armstsh01,0,0,0,0,4.565597668,0.225774226,0.30969031,6.473526474,7,5,203,3,0,0,7,686,226,116,34,84,240,1001,820,858,0.488676996,3,1,0,0,0,1,0,0,0,0,4,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.16236473
arrieja01,0,0,0,0,3.979946248,0.214655811,0.299185788,5.727757217,115,93,285,279,6,5,0,4837,1450,713,181,571,1433,6755,1083,1082,0.500230947,2,1,1,5,3,9,9,1,1,0,158,36,18,6,21,66,218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,11.28017687
arroybr01,0,0,0,0,4.278910634,0.242503386,0.306442252,4.103017992,148,137,419,383,16,6,1,7307,2507,1158,347,661,1571,10338,1284,1307,0.495561559,2,1,1,1,0,12,4,0,0,0,88,24,15,5,13,26,127,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17.01882996
ashbyaa01,0,0,0,0,4.467625899,0.215460526,0.3125,7.327302632,5,12,40,23,0,0,2,417,131,69,19,59,165,608,181,143,0.558641975,1,0,0,0,0,2,0,0,0,0,8,5,2,0,2,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.267650944
ashcrgr01,0,0,0,0,4.885714286,0.256465517,0.32112069,4.131465517,5,6,19,19,0,0,0,315,119,57,11,30,71,464,62,100,0.382716049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.37509326
asheral01,0,0,0,0,5.415041783,0.240986717,0.313092979,3.996204934,4,12,38,18,0,0,0,359,127,72,19,38,78,527,305,344,0.469953775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.869326543
assadja01,0,0,0,0,3.10619469,0.210843373,0.331325301,4.879518072,2,2,9,8,0,0,0,113,35,13,4,20,30,166,74,88,0.456790123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117730001
astinba01,0,0,0,0,6.75,0.219512195,0.390243902,1.317073171,0,0,6,0,0,0,0,24,9,6,2,7,2,41,68,94,0.419753086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.114992094
avilalu01,0,0,0,0,3.43220339,0.207243461,0.301140174,5.77665996,23,11,458,0,0,0,2,1062,309,135,23,140,319,1491,949,893,0.515200869,4,1,0,0,0,11,0,0,0,0,23,7,0,0,2,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.755826608
avilape01,0,0,0,0,2.7,0.180327869,0.278688525,6.639344262,0,1,4,2,0,0,0,40,11,4,2,6,15,61,238,248,0.489711934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.039076778
axforjo01,0,0,0,0,3.903614458,0.210412148,0.323644252,6.899349241,38,34,544,1,0,0,144,1577,485,228,50,261,589,2305,1152,1117,0.507712649,4,2,0,1,0,12,0,0,0,3,38,7,2,1,6,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.88251641
bacusda01,0,0,0,0,7.941176471,0.245614035,0.403508772,3.315789474,0,0,11,0,0,0,0,34,14,10,1,9,7,57,26,34,0.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.079399303
baezmi01,0,0,0,0,3.467889908,0.204968944,0.304347826,6.204968944,1,1,29,2,0,0,0,109,33,14,3,16,37,161,196,188,0.510416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.030863057
baezpe01,0,0,0,0,3.077205882,0.186030893,0.269308261,6.817998657,21,15,362,0,0,0,3,1088,277,124,40,124,376,1489,823,534,0.606484893,9,5,2,1,0,31,0,0,0,0,88,22,13,6,16,33,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.959095669
baezsa01,0,0,0,0,5.282608696,0.197183099,0.323943662,3.802816901,0,0,10,0,0,0,0,46,14,9,2,9,10,71,111,212,0.343653251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952791638
bailean01,0,0,0,0,3.116646416,0.189964158,0.271505376,6.677419355,16,14,265,0,0,0,95,823,212,95,29,91,276,1116,708,750,0.485596708,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.361567999
bailebr01,0,0,0,0,2.454545455,0.2,0.3,3.6,0,0,5,0,0,0,0,22,6,2,1,3,4,30,29,31,0.483333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05475814
baileho02,0,0,0,0,4.558858502,0.240933929,0.317602252,5.172876304,81,86,245,245,7,4,0,4205,1455,710,175,463,1157,6039,1116,1212,0.479381443,3,0,0,0,0,2,1,0,0,0,27,3,1,0,1,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.29527643
bakerbr01,0,0,0,0,3.438679245,0.206779661,0.294915254,7.047457627,4,3,67,2,0,0,1,212,61,27,3,26,77,295,174,150,0.537037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.084211175
baldoal01,0,0,0,0,8.4375,0.204081633,0.346938776,6.612244898,0,1,14,0,0,0,0,32,10,10,3,7,12,49,65,97,0.401234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.08213721
bandaan01,0,0,0,0,5.641791045,0.265107212,0.350877193,5.421052632,7,6,80,6,0,0,1,335,136,70,13,44,103,513,710,646,0.52359882,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5.117148196
banksta01,0,0,0,0,3.056603774,0.193548387,0.276497696,6.096774194,2,0,35,0,0,0,0,159,42,18,5,18,49,217,81,81,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.45723047
banuema01,0,0,0,0,5.644067797,0.229755179,0.354048964,5.338983051,6,9,58,14,0,0,1,354,122,74,18,66,105,531,300,347,0.463678516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.26366729
baragca01,0,0,0,0,2.779411765,0.193548387,0.284946237,5.080645161,7,2,49,1,0,0,2,136,36,14,4,17,35,186,136,86,0.612612613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.133493501
barbajo01,0,0,0,0,6.144827586,0.219730942,0.34529148,4.843049327,1,3,44,0,0,0,0,145,49,33,9,28,40,223,223,263,0.458847737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.214966769
