playerID,candidate,inducted,inducted_percent,max_percent,ERA,avg_opp,obp_opp,so_per,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BFP,W_team,L_team,W_team_percent,Div_w,Lg_w,WS_w,W_post,L_post,G_post,GS_post,CG_post,SHO_post,SV_post,IPouts_post,H_post,ER_post,HR_post,BB_post,SO_post,BFP_post,GP_allstar,startingPos_allstar,Pitching_Triple_Crown,Most_Valuable_Player,Rookie_of_the_Year,Babe_Ruth_Award,Lou_Gehrig_Memorial_Award,World_Series_MVP,Cy_Young_Award,Gold_Glove,All-Star_Game_MVP,Hutch_Award,Roberto_Clemente_Award,Rolaids_Relief_Man_Award,NLCS_MVP,ALCS_MVP,Silver_Slugger,birthCountry_USA,bats_L,throws_L,duration
tananfr01,1.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,3.661599682,0.230315742,0.301456834,5.958694787,240,236,638,616,143,34,1,12565,4063,1704,448,1255,2773,17641,1741,1925,0.474904528,2,0,0,0,1,2,2,0,0,0,31,12,5,2,6,4,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,20.06338255
johnto01,1.0000000 ,0.0000000 ,0.0000000 ,0.3172542 ,3.341801713,0.242890514,0.306825107,4.289505343,288,231,760,700,162,46,4,14131,4783,1749,302,1259,2245,19692,2341,2128,0.523830835,6,4,0,6,3,14,13,3,1,0,265,82,26,6,24,48,367,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,25.71989842
lyonste01,1.0000000 ,1.0000000 ,0.8645418 ,0.8645418 ,3.668348955,0.251540962,0.314356158,2.320836337,260,230,594,484,356,27,23,12483,4489,1696,223,1121,1073,17846,1473,1729,0.460024984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22.88342676
frienbo01,0.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,3.58404874,0.247929539,0.306691205,4.321794517,197,230,602,497,163,36,11,10833,3772,1438,286,894,1734,15214,1202,1459,0.451709884,0,1,1,0,2,3,2,0,0,0,18,13,9,0,3,7,35,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.41167854
maddugr01,1.0000000 ,1.0000000 ,0.9719790 ,0.9719790 ,3.155540765,0.231428432,0.280348661,6.057703827,355,227,744,740,109,35,0,15025,4726,1756,353,999,3371,20421,2159,1819,0.542735043,12,3,1,11,14,35,30,2,0,1,594,195,72,14,51,125,836,4,3,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,1,0,0,22.07026838
jenkife01,1.0000000 ,1.0000000 ,0.7539503 ,0.7539503 ,3.337505555,0.225108696,0.279293478,6.383054362,284,226,664,594,267,49,7,13502,4142,1669,484,997,3192,18400,1613,1556,0.508993373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.04554508
ruffire01,1.0000000 ,1.0000000 ,0.8692810 ,0.9154229 ,3.797651934,0.230582916,0.313526024,4.116712707,273,225,624,536,335,45,16,13032,4284,1833,254,1541,1987,18579,1878,1642,0.533522727,0,7,6,7,2,10,10,8,0,0,257,74,25,4,27,61,352,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.29411282
newsobo01,1.0000000 ,0.0000000 ,0.0000000 ,0.0941176 ,3.983685051,0.228882006,0.334062064,4.984394396,211,222,600,483,246,31,21,11278,3769,1664,206,1732,2082,16467,2131,2312,0.47963088,0,3,1,2,2,5,4,3,1,0,85,24,9,0,6,17,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.01965817
houghch01,1.0000000 ,0.0000000 ,0.0000000 ,0.0080160 ,3.745527885,0.203030303,0.305998763,5.592248334,216,216,858,440,107,13,61,11404,3283,1582,383,1665,2362,16170,2093,2003,0.510986328,3,3,0,0,0,8,0,0,0,0,56,20,10,2,3,20,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.95668631
derripa01,1.0000000 ,0.0000000 ,0.0000000 ,0.0621762 ,3.459259259,0.254174518,0.303618998,3.720987654,223,212,579,445,251,32,29,10935,3912,1401,158,761,1507,15391,1253,1196,0.511637403,0,4,2,2,4,11,7,3,0,0,158,45,20,3,27,30,230,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.45341109
moyerja01,1.0000000 ,0.0000000 ,0.0000000 ,0.0236967 ,4.254786451,0.243777368,0.31032496,5.392488954,269,209,696,638,33,10,0,12222,4231,1926,522,1155,2441,17356,2230,2071,0.518484073,6,2,1,3,3,8,8,0,0,0,124,37,19,3,10,29,168,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,25.94988261
koosmje01,1.0000000 ,0.0000000 ,0.0000000 ,0.0090293 ,3.35917694,0.227244311,0.302138035,5.99166522,222,209,612,527,140,33,17,11518,3635,1433,290,1198,2556,15996,1530,1593,0.489913545,3,2,1,4,0,7,6,2,0,0,121,32,17,4,17,31,168,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18.35766648
seaveto01,1.0000000 ,1.0000000 ,0.9883721 ,0.9883721 ,2.862210761,0.205018328,0.276782487,6.849735155,311,205,656,647,231,61,1,14348,3971,1521,380,1390,3640,19369,1748,1752,0.499428571,4,3,1,3,3,8,8,2,0,0,185,51,19,6,16,51,255,8,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,19.43913975
niekrjo01,1.0000000 ,0.0000000 ,0.0000000 ,0.0131579 ,3.593470982,0.228537518,0.311749967,4.386997768,221,204,702,500,107,29,16,10752,3466,1431,276,1262,1747,15166,2054,1935,0.514916019,4,1,1,0,0,3,2,0,0,0,60,14,0,0,5,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.04081535
glavito02,1.0000000 ,1.0000000 ,0.9194396 ,0.9194396 ,3.536102719,0.231025586,0.311653408,5.316389728,305,203,682,682,56,25,0,13240,4298,1734,356,1500,2607,18604,1872,1618,0.536389685,12,5,1,14,16,35,35,3,0,0,655,191,80,21,87,143,912,6,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,4,1,1,1,20.99700884
osteecl01,1.0000000 ,0.0000000 ,0.0000000 ,0.0049875 ,3.297948175,0.240490543,0.305619067,4.192659667,196,195,541,488,140,40,1,10381,3471,1268,249,940,1612,14433,1577,1618,0.493583725,0,3,1,1,2,3,3,1,1,0,63,12,2,2,6,7,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18.22898485
martide01,1.0000000 ,0.0000000 ,0.0000000 ,0.0316206 ,3.697058088,0.23260117,0.302136803,4.835652971,245,193,692,562,122,30,8,11999,3897,1643,372,1165,2149,16754,2098,1657,0.558721704,6,3,1,2,2,12,7,0,0,0,130,42,16,5,12,18,178,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0374135
reussje01,1.0000000 ,0.0000000 ,0.0000000 ,0.0042553 ,3.637115088,0.239635477,0.311962521,4.676991552,220,191,628,547,127,39,11,11009,3734,1483,245,1127,1907,15582,2083,1903,0.522579027,6,1,1,2,8,11,11,2,1,0,188,57,25,5,25,25,271,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,21.01891209
lolicmi01,1.0000000 ,0.0000000 ,0.0000000 ,0.2552693 ,3.43838754,0.222324967,0.294914135,7.005405405,217,191,586,496,195,41,11,10915,3366,1390,347,1099,2832,15140,1333,1249,0.51626646,1,1,1,3,1,5,5,3,0,0,138,34,8,3,11,31,180,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,16.36994599
reuscri01,1.0000000 ,0.0000000 ,0.0000000 ,0.0042283 ,3.373414749,0.240999463,0.30380172,5.110850164,214,191,557,529,102,26,5,10645,3588,1330,221,935,2015,14888,1572,1706,0.479560708,4,2,0,1,4,8,7,0,0,0,97,43,21,1,12,14,148,3,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,18.84227602
morrija02,1.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,3.899843096,0.221277916,0.307506203,5.832112971,254,186,549,527,175,28,0,11472,3567,1657,389,1390,2478,16120,1515,1297,0.538762447,5,4,4,7,4,13,13,5,1,0,277,83,39,9,32,64,381,5,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17.0352574
hardeme01,1.0000000 ,0.0000000 ,0.0000000 ,0.2537313 ,3.800856114,0.249360786,0.324586193,3.046989007,223,186,582,433,181,25,23,10279,3706,1447,161,1118,1160,14862,1581,1479,0.516666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.37342998
morgami01,0.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,4.230010821,0.247894205,0.326903639,4.554647108,141,186,597,411,46,10,8,8317,2943,1303,270,938,1403,11872,1941,2021,0.489904089,4,1,1,0,0,10,0,0,0,0,25,6,4,0,3,4,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.23047701
whiteea01,1.0000000 ,0.0000000 ,0.0000000 ,0.0375000 ,4.357770713,0.24798987,0.338588161,3.408453338,218,185,541,473,226,16,11,10694,3917,1726,192,1431,1350,15795,1328,1278,0.509593246,0,1,0,1,0,1,1,1,1,0,27,5,0,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16.04413506
clemero02,1.0000000 ,0.0000000 ,0.0000000 ,0.6522843 ,3.124677966,0.206768775,0.284832016,8.552135593,354,184,709,707,118,46,0,14750,4185,1707,363,1580,4672,20240,2067,1751,0.541382923,9,6,2,12,8,35,34,1,1,0,597,173,83,17,70,173,837,10,3,2,1,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,23.34065723
bunniji01,1.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,3.269391011,0.219810475,0.28383916,6.833170818,224,184,591,519,151,40,16,11281,3433,1366,372,1000,2855,15618,1467,1398,0.512041885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.12627227
jacksla01,0.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,3.401205558,0.235856691,0.296476127,4.714241929,194,183,558,429,149,37,20,9788,3206,1233,259,824,1709,13593,1158,1216,0.48778433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.45133713
simmocu01,1.0000000 ,0.0000000 ,0.0000000 ,0.0131579 ,3.542658039,0.234233597,0.30938914,4.561373818,193,183,569,462,163,36,5,10045,3313,1318,255,1063,1697,14144,1791,1812,0.497085762,0,2,1,0,1,2,2,0,0,0,43,11,4,2,3,8,56,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,20.01136231
darwida01,1.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,3.836685083,0.232069833,0.300802139,5.793812155,171,182,716,371,53,9,32,9050,2951,1286,321,874,1942,12716,1911,1995,0.489247312,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.04147929
leonadu02,1.0000000 ,0.0000000 ,0.0000000 ,0.0176678 ,3.249508027,0.244976644,0.299621858,3.271879855,191,181,640,374,192,30,44,9655,3304,1162,158,737,1170,13487,1377,1689,0.449119374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.07159627
wiseri01,1.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,3.686920371,0.245268678,0.306376834,4.740326191,188,181,506,455,138,30,0,9381,3227,1281,261,804,1647,13157,1400,1450,0.49122807,1,1,0,2,0,3,2,0,0,0,38,12,7,3,5,4,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.97983531
dicksmu01,0.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,3.656219286,0.234152752,0.315940012,3.777110407,172,181,625,338,149,27,23,9157,3029,1240,302,1058,1281,12936,1560,1519,0.506658006,0,4,3,0,1,5,2,0,0,0,56,15,8,1,5,8,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.95934208
wakefti01,1.0000000 ,0.0000000 ,0.0000000 ,0.0022624 ,4.4130592,0.22612813,0.312576225,6.014257671,200,180,627,463,33,6,22,9679,3152,1582,418,1205,2156,13939,1705,1354,0.55737169,3,2,2,5,7,18,11,2,0,0,216,68,54,13,38,54,329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.15439742
hernali01,1.0000000 ,0.0000000 ,0.0000000 ,0.0023697 ,4.43650047,0.255138969,0.332295889,5.576669802,178,177,519,474,50,9,1,9567,3525,1572,362,1066,1976,13816,1743,1820,0.489194499,2,2,1,7,3,12,10,1,0,0,204,67,30,6,36,47,305,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,16.01675599
mooremi01,0.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,4.389287816,0.234204704,0.328935508,5.298293114,161,176,450,440,79,16,2,8495,2858,1381,291,1156,1667,12203,1077,1125,0.489100817,3,2,1,4,3,7,7,0,0,0,115,35,14,6,11,26,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.39110317
gibsobo01,1.0000000 ,1.0000000 ,0.8403990 ,0.8403990 ,2.914785892,0.204070202,0.287216828,7.222088733,251,174,528,482,255,56,6,11653,3279,1258,257,1336,3117,16068,1445,1276,0.531054759,0,3,2,7,2,9,9,8,2,0,243,55,17,6,17,92,312,6,1,0,1,0,1,0,2,2,9,0,0,0,0,0,0,0,1,0,0,16.38911134
perryji01,1.0000000 ,0.0000000 ,0.0000000 ,0.0187166 ,3.445876027,0.227716283,0.300393242,4.316932129,215,174,630,447,109,32,10,9857,3127,1258,308,998,1576,13732,1618,1429,0.531014112,3,1,0,0,1,5,2,0,0,0,52,21,13,6,6,10,77,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,16.28780878
alexado01,1.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,3.757497773,0.238384409,0.307442452,4.083539543,194,174,561,464,98,18,3,10103,3376,1406,324,978,1528,14162,1952,1705,0.53377085,5,1,0,0,5,6,6,0,0,0,87,42,27,7,6,16,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.25910183
finlech01,1.0000000 ,0.0000000 ,0.0000000 ,0.0018416 ,3.845079233,0.225032996,0.322701276,7.346747289,200,173,524,467,63,15,0,9592,3069,1366,304,1332,2610,13638,1423,1428,0.499123115,3,0,0,1,2,7,4,0,0,0,66,21,11,4,11,19,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16.33709111
tiantlu01,1.0000000 ,0.0000000 ,0.0000000 ,0.3091335 ,3.304331198,0.214061956,0.290915419,6.236925136,229,172,573,484,187,49,15,10459,3075,1280,346,1104,2416,14365,1616,1389,0.537770383,4,1,0,3,0,5,4,3,1,0,104,29,11,2,11,20,146,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1304202
eckerde01,1.0000000 ,1.0000000 ,0.8320158 ,0.8320158 ,3.50065943,0.227279444,0.281808778,6.576747489,197,171,1071,361,100,20,390,9857,3076,1278,347,738,2401,13534,2065,1851,0.5273238,6,3,1,1,3,28,1,0,0,15,108,35,12,3,3,22,141,6,1,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,23.46112514
frencla01,0.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,3.443527919,0.250649833,0.311474192,3.38927665,197,171,570,384,198,40,17,9456,3375,1206,164,819,1187,13465,1292,1011,0.561007382,0,3,0,0,2,7,1,1,0,0,45,16,5,1,3,10,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13.4431234
pascuca02,1.0000000 ,0.0000000 ,0.0000000 ,0.0078329 ,3.632961783,0.217720499,0.303826017,6.654799818,174,170,529,404,132,36,10,8792,2703,1183,256,1069,2167,12415,1415,1601,0.469164456,0,1,0,0,1,1,1,0,0,0,15,8,3,0,1,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.05716065
piercbi02,1.0000000 ,0.0000000 ,0.0000000 ,0.0194444 ,3.268850806,0.215765538,0.30080127,5.440826613,211,169,585,432,193,38,32,9920,2989,1201,284,1178,1999,13853,1530,1276,0.545260157,0,3,1,1,1,5,2,1,0,0,57,10,4,1,4,8,72,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,19.343313
clancji01,0.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,4.225900424,0.233290011,0.321203119,5.083951271,140,167,472,381,74,11,10,7552,2513,1182,244,947,1422,10772,1214,1319,0.479273589,2,1,0,1,1,5,0,0,0,0,17,5,3,1,5,2,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.19878574
johnsra05,1.0000000 ,1.0000000 ,0.9726776 ,0.9726776 ,3.292842173,0.196050858,0.283763989,10.60978559,303,166,618,603,100,37,2,12406,3346,1513,411,1497,4875,17067,1984,1835,0.519507725,9,1,1,7,9,19,16,3,2,0,363,106,47,15,32,132,493,8,4,1,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,1,21.05450488
hunteca01,1.0000000 ,1.0000000 ,0.7627119 ,0.7627119 ,3.256281407,0.210803877,0.278791334,5.249710089,224,166,500,476,181,42,1,10348,2958,1248,374,954,2012,14032,1301,1112,0.539162868,7,6,5,9,6,22,19,4,1,1,397,114,48,21,35,70,536,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14.34937062
drysddo01,1.0000000 ,1.0000000 ,0.7841191 ,0.7841191 ,2.947552448,0.218769951,0.279421153,6.519230769,209,166,518,465,167,49,6,10296,3084,1124,280,855,2486,14097,1214,1011,0.545617978,0,5,3,3,3,7,6,3,1,0,119,36,13,8,12,36,162,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13.30349015
hadlebu01,0.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,4.243861039,0.228632807,0.339266534,4.026932217,161,165,528,355,135,14,25,8837,2980,1389,167,1442,1318,13034,1434,1316,0.521454545,0,4,4,2,1,3,2,0,0,0,52,23,8,1,4,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.41167854
johnssi01,0.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,4.087083577,0.253458548,0.322831465,3.313851549,101,165,492,272,108,13,15,6844,2510,1036,120,687,840,9903,1247,1663,0.428522337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.03940533
pappami01,1.0000000 ,0.0000000 ,0.0000000 ,0.0115741 ,3.398305085,0.230792544,0.295802394,4.881355932,209,164,520,465,129,43,4,9558,3046,1203,298,858,1728,13198,1587,1446,0.523244313,1,0,0,0,0,1,0,0,0,0,7,4,3,1,0,4,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.10984483
candito01,1.0000000 ,0.0000000 ,0.0000000 ,0.0038760 ,3.732110092,0.230117566,0.306448824,5.730275229,151,164,451,410,68,11,0,8175,2662,1130,250,883,1735,11568,1391,1458,0.488241488,3,0,0,0,1,3,2,0,0,0,29,17,7,1,2,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.96199785
gastomi01,0.0000000 ,0.0000000 ,0.0000000 ,0.0000000 ,4.549168646,0.252048297,0.342173351,2.629453682,97,164,355,271,127,10,8,6315,2338,1064,114,836,615,9276,708,971,0.421679571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.43690151
fellebo01,1.0000000 ,1.0000000 ,0.9375000 ,0.9375000 ,3.254768748,0.202163164,0.31118665,6.069767442,266,162,570,484,279,44,21,11481,3271,1384,224,1764,2581,16180,1569,1193,0.568066618,0,2,1,0,2,2,2,1,0,0,43,10,8,3,5,7,59,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.2030158
bluevi01,1.0000000 ,0.0000000 ,0.0000000 ,0.0874704 ,3.265304088,0.212401532,0.298041483,5.854935194,209,161,502,473,143,37,2,10030,2939,1213,263,1185,2175,13837,1408,1284,0.523031204,5,3,3,1,5,17,10,1,1,2,194,55,31,6,23,47,270,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,17.20500763
troutdi01,1.0000000 ,0.0000000 ,0.0000000 ,0.0049751 ,3.232603644,0.22737839,0.317434352,4.147242265,170,161,521,322,158,28,35,8177,2641,979,112,1046,1256,11615,1285,1176,0.522145469,0,2,1,1,2,3,2,1,0,0,47,15,3,0,4,10,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.38504555
buehrma01,1.0000000 ,0.0000000 ,0.0000000 ,0.1097257 ,3.812893401,0.253338198,0.306895294,5.125888325,214,160,518,493,33,10,0,9850,3472,1391,361,734,1870,13705,1343,1250,0.517932896,4,1,1,2,1,6,4,1,0,1,92,32,14,3,1,16,124,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,15.22002505
rootch01,1.0000000 ,0.0000000 ,0.0000000 ,0.0247934 ,3.586113428,0.240372533,0.306083229,4.106859883,201,160,632,341,177,21,40,9592,3252,1274,187,889,1459,13529,1464,1144,0.561349693,0,4,0,0,3,6,4,0,0,0,68,26,17,8,6,15,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.37956974
waltebu01,1.0000000 ,0.0000000 ,0.0000000 ,0.2367491 ,3.301803736,0.227549467,0.312861492,3.209040155,198,160,428,398,242,42,4,9314,2990,1139,154,1121,1107,13140,1247,1352,0.479799923,0,2,1,2,2,4,3,3,1,0,87,21,9,1,7,12,113,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.85048974
torremi01,1.0000000 ,0.0000000 ,0.0000000 ,0.0022523 ,3.961892247,0.23089764,0.334926777,4.151116951,185,160,494,458,117,15,0,9132,3043,1340,223,1371,1404,13179,1746,1585,0.524166917,1,3,2,2,1,4,3,2,0,0,87,27,10,2,10,20,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.88193461
