playerID,candidate,inducted,inducted_percent,max_percent,avg,obp,slp,ops,so_percent,G,AB,R,H,HR,RBI,SB,BB,W_team,L_team,W_team_percent,Div_w,Lg_w,WS_w,avg_post,obp_post,slp_post,ops_post,so_percent_post,G_post,AB_post,R_post,H_post,HR_post,RBI_post,SB_post,BB_post,GP_allstar,startingPos_allstar,Triple_Crown,Most_Valuable_Player,Rookie_of_the_Year,Babe_Ruth_Award,Lou_Gehrig_Memorial_Award,World_Series_MVP,Gold_Glove,All-Star_Game_MVP,Hutch_Award,Roberto_Clemente_Award,NLCS_MVP,ALCS_MVP,Silver_Slugger,Hank_Aaron_Award,birthCountry_USA,bats_L,throws_L,duration
adriaeh01,0,0,0,0,0.239322533,0.312707917,0.354197349,0.666905267,0.218703976,612,1358,183,325,21,149,19,126,879,800,0.523525908,4,2,2,0.090909091,0.090909091,0.181818182,0.272727273,0.272727273,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.076161728
aguilje01,0,0,0,0,0.254456328,0.328651685,0.448752228,0.777403914,0.263368984,759,2244,280,571,109,393,1,227,877,802,0.522334723,2,1,0,0.206896552,0.258064516,0.431034483,0.689098999,0.379310345,15,58,6,12,3,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.394422883
aguilry01,0,0,0,0,0.136363636,0.24,0.181818182,0.421818182,0.636363636,7,22,2,3,0,2,0,2,73,89,0.450617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.030116977
ahmedni01,0,0,0,0,0.235642831,0.292524005,0.381622823,0.674146829,0.213041867,816,2699,330,636,68,305,36,203,623,733,0.459439528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7.879696366
akiyash01,0,0,0,0,0.223974763,0.320441989,0.27444795,0.594889938,0.233438486,142,317,32,71,0,21,9,39,114,108,0.513513514,0,0,0,0,0,0,0,0.4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.149920943
alberha01,0,0,0,0,0.272314675,0.295238095,0.380484115,0.67572221,0.127836611,458,1322,149,360,19,121,12,32,514,518,0.498062016,3,0,0,0.2,0.2,0.3,0.5,0.2,3,10,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.356756128
albieoz01,0,0,0,0,0.270682731,0.324153331,0.470281124,0.794434455,0.188353414,624,2490,401,674,98,346,63,179,483,386,0.555811277,5,1,1,0.255172414,0.312101911,0.351724138,0.663826049,0.186206897,37,145,24,37,3,9,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5.130837731
alcanar01,0,0,0,0,0.189252336,0.235682819,0.315420561,0.55110338,0.35046729,167,428,51,81,11,39,14,24,307,341,0.473765432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.088359104
alcanse01,0,0,0,0,0.208520179,0.283975659,0.343049327,0.627024987,0.302690583,192,446,58,93,12,47,4,44,331,375,0.468838527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.080809325
alfarjo01,0,0,0,0,0.25616083,0.305690073,0.396238651,0.701928724,0.367055772,478,1542,150,395,47,194,18,70,461,571,0.446705426,0,0,0,0,0,0,0,0.333333333,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06446402
alforan01,0,0,0,0,0.209090909,0.275,0.368181818,0.643181818,0.413636364,102,220,25,46,8,20,11,16,390,540,0.419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.93097052
allenau01,0,0,0,0,0.194915254,0.251968504,0.288135593,0.540104097,0.398305085,57,118,8,23,2,7,0,8,252,294,0.461538462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.97336701
allengr01,0,0,0,0,0.231741573,0.301404853,0.335674157,0.63707901,0.258426966,282,712,103,165,10,67,45,45,512,418,0.550537634,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5.065127963
allenni02,0,0,0,0,0.20735786,0.257053292,0.2909699,0.548023191,0.214046823,100,299,31,62,4,19,3,19,60,102,0.37037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.465444191
almonab01,0,0,0,0,0.235053235,0.30454207,0.374283374,0.678825444,0.261261261,455,1221,168,287,24,118,27,118,932,907,0.506797172,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.100802891
almoral01,0,0,0,0,0.258886653,0.301958307,0.382964453,0.68492276,0.194500335,600,1491,189,386,33,163,7,86,547,485,0.53003876,3,1,1,0.189189189,0.210526316,0.297297297,0.507823613,0.189189189,19,37,2,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.250641697
alonspe01,0,0,0,0,0.260825267,0.351363433,0.534895568,0.886259001,0.254202751,530,1963,310,512,146,380,10,223,290,256,0.531135531,0,0,0,0.3,0.416666667,0.6,1.016666667,0.4,3,10,2,3,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.523686318
alonsyo01,0,0,0,0,0.259369423,0.334935897,0.403628792,0.73856469,0.192742415,1072,3362,391,872,100,426,22,366,929,1014,0.478126608,2,0,0,0,0,0,0,0.666666667,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.078899635
altheaa01,0,0,0,0,0.218503937,0.308964317,0.400590551,0.709554868,0.326771654,359,1016,142,222,37,150,21,110,597,699,0.460648148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.188333778
altuvjo01,0,0,0,0,0.306899286,0.364640884,0.467565424,0.832206308,0.133227597,1578,6305,986,1935,192,696,279,509,943,899,0.51194354,5,4,2,0.271052632,0.345153664,0.5,0.845153664,0.181578947,92,380,78,103,23,49,8,41,6,4,0,1,0,0,0,0,1,0,0,0,0,1,5,1,0,0,0,11.21172919
alvared01,0,0,0,0,0.182539683,0.264285714,0.261904762,0.526190476,0.341269841,50,126,15,23,1,11,4,7,209,175,0.544270833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.900107463
alvarfr01,0,0,0,0,0.166666667,0.285714286,0.5,0.785714286,0.333333333,5,12,3,2,1,1,0,2,101,61,0.62345679,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016427442
alvarpe01,0,0,0,0,0.236241611,0.311346445,0.447315436,0.758661881,0.319463087,910,2980,365,704,162,472,15,314,699,759,0.479423868,0,0,0,0.260869565,0.32,0.695652174,1.015652174,0.434782609,7,23,4,6,3,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.000164274
alvaryo01,0,0,0,0,0.295933735,0.386885246,0.589608434,0.97649368,0.260542169,368,1328,247,393,98,283,2,180,337,209,0.617216117,3,3,1,0.25,0.365979381,0.445121951,0.811101333,0.329268293,47,164,27,41,6,26,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.326557013
amarial01,0,0,0,0,0.230857143,0.277509393,0.323428571,0.600937965,0.168571429,702,1750,171,404,21,169,39,109,633,663,0.488425926,0,0,0,1,1,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.436819373
amburtr01,0,0,0,0,0,0,0,0,0.5,2,4,0,0,0,0,0,0,92,70,0.567901235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.008213721
anderbr06,0,0,0,0,0.255777311,0.341848583,0.409663866,0.751512449,0.264180672,531,1904,249,487,57,233,13,201,364,505,0.418872267,0,0,0,0.210526316,0.285714286,0.263157895,0.54887218,0.368421053,5,19,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.092507033
anderti01,0,0,0,0,0.287631831,0.317304747,0.442313838,0.759618586,0.243208693,772,3129,476,900,97,313,104,117,488,543,0.473326867,1,0,0,0.484848485,0.484848485,0.545454545,1.03030303,0.151515152,7,33,6,16,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.157552859
andrejo03,0,0,0,0,0.223880597,0.287671233,0.268656716,0.556327949,0.328358209,33,67,6,15,0,4,2,6,215,271,0.442386831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.987056545
andruel01,0,0,0,0,0.269937821,0.327983078,0.371046229,0.699029307,0.153419843,1947,7398,1019,1997,96,731,335,586,1179,1150,0.506225848,4,2,0,0.265895954,0.317204301,0.317919075,0.635123376,0.138728324,42,173,21,46,1,7,9,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.50061945
andujmi01,0,0,0,0,0.271794872,0.30460333,0.447179487,0.751782817,0.176410256,268,975,121,265,35,131,7,42,580,452,0.562015504,2,0,0,0.2,0.333333333,0.2,0.533333333,0.2,4,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.273208895
aokino01,0,0,0,0,0.284977909,0.352234823,0.387334315,0.739569138,0.094992636,759,2716,377,774,33,219,98,234,663,633,0.511574074,1,2,1,0.195121951,0.29787234,0.195121951,0.492994292,0.073170732,14,41,7,8,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.489503549
apostsh01,0,0,0,0,0.1,0.142857143,0.15,0.292857143,0.45,7,20,1,2,0,0,0,1,22,38,0.366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035592791
aquinar01,0,0,0,0,0.211370262,0.286279683,0.434402332,0.720682016,0.371720117,244,686,87,145,41,108,12,66,318,390,0.449152542,0,0,0,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12602586
arandjo01,0,0,0,0,0.192307692,0.275862069,0.320512821,0.596374889,0.294871795,32,78,10,15,2,6,0,8,86,76,0.530864198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.284742329
arauzjo01,0,0,0,0,0.2,0.270833333,0.314285714,0.585119048,0.274285714,68,175,20,35,5,22,0,17,277,269,0.507326007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.004147929
arciafr01,0,0,0,0,0.203883495,0.226415094,0.427184466,0.65359956,0.262135922,41,103,10,21,6,23,1,1,80,82,0.49382716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.183439769
arciaor01,0,0,0,0,0.242544732,0.297372061,0.368787276,0.666159337,0.221172962,642,2012,216,488,53,223,40,151,657,537,0.550251256,4,1,1,0.275862069,0.322580645,0.534482759,0.857063404,0.206896552,23,58,9,16,5,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.176718208
arenano01,0,0,0,0,0.288534548,0.349757113,0.534738041,0.884495154,0.161731207,1384,5268,803,1520,299,968,23,464,741,778,0.487820935,1,0,0,0.151515152,0.151515152,0.242424242,0.393939394,0.272727273,8,33,3,5,1,3,0,0,6,4,0,0,0,0,0,0,9,0,0,0,0,0,4,0,1,0,0,9.44030336
ariasga01,0,0,0,0,0.191489362,0.321428571,0.319148936,0.640577508,0.340425532,16,47,9,9,1,5,1,8,92,70,0.567901235,1,0,0,0.272727273,0.272727273,0.363636364,0.636363636,0.454545455,3,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462706284
arozara01,0,0,0,0,0.269391159,0.346268657,0.462885738,0.809154395,0.293577982,336,1199,185,323,48,171,58,110,317,229,0.580586081,3,1,0,0.333333333,0.416666667,0.704761905,1.121428571,0.295238095,31,105,23,35,11,17,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.145855151
arraelu01,0,0,0,0,0.314225053,0.377249357,0.409766454,0.787015812,0.092710545,389,1413,216,444,14,132,8,137,288,258,0.527472527,2,0,0,0.294117647,0.368421053,0.529411765,0.897832817,0.176470588,5,17,1,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.386790968
arroych01,0,0,0,0,0.254847645,0.30848329,0.400277008,0.708760299,0.235457064,229,722,83,184,21,96,7,44,479,451,0.515053763,0,0,0,0.236842105,0.236842105,0.394736842,0.631578947,0.184210526,11,38,4,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.451172851
arteahu01,0,0,0,0,0.192,0.251851852,0.224,0.475851852,0.224,42,125,11,24,0,5,1,8,124,200,0.382716049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.037002813
ascheco01,0,0,0,0,0.234248788,0.293591654,0.375605816,0.66919747,0.267366721,390,1238,129,290,32,129,5,95,347,463,0.428395062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.786525391
astudwi01,0,0,0,0,0.267379679,0.293814433,0.395721925,0.689536358,0.049910873,190,561,63,150,16,70,1,11,357,351,0.504237288,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.076743533
asuajca01,0,0,0,0,0.240384615,0.314236111,0.328846154,0.643082265,0.242307692,175,520,45,125,6,42,1,53,205,281,0.4218107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.93022444
austity01,0,0,0,0,0.218809981,0.294627383,0.451055662,0.745683045,0.412667946,209,521,75,114,33,91,4,54,620,514,0.546737213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.129427709
aveliab01,0,0,0,0,0.277777778,0.315789474,0.277777778,0.593567251,0.333333333,10,18,1,5,0,1,0,1,150,174,0.462962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966481173
avilaal01,0,0,0,0,0.233333333,0.349598004,0.392810458,0.742408461,0.349019608,1052,3060,352,714,105,397,8,528,1109,1057,0.512003693,6,1,0,0.153153153,0.235772358,0.252252252,0.48802461,0.387387387,36,111,6,17,3,7,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12.16178293
avilemi01,0,0,0,0,0.261216351,0.297852179,0.375872383,0.673724562,0.140910602,915,3009,380,786,60,306,78,141,858,922,0.482022472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.344476615
aybarer01,0,0,0,0,0.270917874,0.315493469,0.37178744,0.687280908,0.129468599,1454,5175,643,1402,58,473,155,285,1121,983,0.532794677,4,0,0,0.262295082,0.274193548,0.344262295,0.618455843,0.081967213,17,61,4,16,0,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.38147943
azocajo01,0,0,0,0,0.257425743,0.299065421,0.331683168,0.630748589,0.217821782,98,202,24,52,0,10,5,12,89,73,0.549382716,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498299075
baddoak01,0,0,0,0,0.241042345,0.317715959,0.381107492,0.698823451,0.302931596,197,614,90,148,15,64,27,69,143,181,0.441358025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.505848854
baderha01,0,0,0,0,0.244923858,0.319611206,0.405456853,0.725068059,0.287436548,537,1576,229,386,52,177,57,137,574,456,0.557281553,3,0,0,0.25,0.370967742,0.538461538,0.90942928,0.384615385,19,52,11,13,5,9,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.196547499
baeji01,0,0,0,0,0.333333333,0.405405405,0.424242424,0.82964783,0.181818182,10,33,5,11,0,6,3,2,62,100,0.382716049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.035592791
baezja01,0,0,0,0,0.260361613,0.303562074,0.463699583,0.767261657,0.305980529,1006,3595,515,936,166,532,90,182,792,726,0.52173913,3,1,1,0.221311475,0.251968504,0.385245902,0.637214406,0.336065574,36,122,12,27,5,14,7,5,2,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,8.169914509
bandyje01,0,0,0,0,0.218468468,0.284536082,0.364864865,0.649400947,0.252252252,156,444,43,97,16,45,2,29,341,308,0.525423729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.691362588
bannory01,0,0,0,0,0.142857143,0.2,0.142857143,0.342857143,0.357142857,5,14,0,2,0,0,0,0,184,140,0.567901235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.369617446
barneau01,0,0,0,0,0.224913495,0.334323923,0.358131488,0.692455411,0.257785467,486,1156,175,260,32,138,18,164,745,450,0.623430962,7,3,1,0.20754717,0.282051282,0.29245283,0.574504112,0.301886792,42,106,13,22,2,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.370445663
barnebr02,0,0,0,0,0.242320819,0.290734824,0.35665529,0.647390114,0.305460751,484,1172,133,284,20,102,22,67,406,566,0.417695473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.149339138
barneda01,0,0,0,0,0.246451104,0.296132597,0.341088328,0.637220925,0.137618297,814,2536,297,625,31,201,29,155,790,830,0.487654321,3,0,0,0.066666667,0.125,0.066666667,0.191666667,0.2,7,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.140461474
barnhtu01,0,0,0,0,0.244697565,0.322171308,0.359780047,0.681951355,0.226237235,838,2546,235,623,52,277,6,271,598,758,0.44100295,0,0,0,0,0,0,0,0.6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,8.506677071
baronst01,0,0,0,0,0.115384615,0.115384615,0.153846154,0.269230769,0.384615385,13,26,0,3,0,1,0,0,233,253,0.479423868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.054840277
barrefr02,0,0,0,0,0.175438596,0.206751055,0.342105263,0.548856318,0.438596491,101,228,31,40,9,29,4,7,331,275,0.54620462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.206089105
barrelu01,0,0,0,0,0.235294118,0.293478261,0.329411765,0.622890026,0.223529412,38,85,4,20,1,7,3,6,146,178,0.450617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.086949082
barretr01,0,0,0,0,0.230769231,0.316770186,0.314685315,0.631455501,0.265734266,51,143,10,33,2,14,0,14,213,273,0.438271605,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.058242127
bartjo01,0,0,0,0,0.221621622,0.294117647,0.351351351,0.645468998,0.418918919,132,370,50,82,11,33,2,29,217,167,0.565104167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.127353744
basablu01,0,0,0,0,0.142857143,0.333333333,0.142857143,0.476190476,0.357142857,9,14,5,2,0,1,2,4,29,31,0.483333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.073923489
battema01,0,0,0,0,0.105263158,0.227272727,0.157894737,0.385167464,0.315789474,15,19,0,2,0,1,0,2,89,73,0.549382716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.120467908
batybr01,0,0,0,0,0.184210526,0.243902439,0.342105263,0.586007702,0.210526316,11,38,4,7,2,5,0,2,101,61,0.62345679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.032854884
bauerja01,0,0,0,0,0.212896622,0.309694794,0.348004094,0.657698888,0.303991812,328,977,121,208,27,110,15,129,353,295,0.544753086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.323819106
bautijo02,0,0,0,0,0.247231863,0.364093257,0.474962816,0.839056073,0.230375145,1798,6051,1022,1496,344,975,70,1032,1609,1791,0.473235294,2,0,0,0.243243243,0.363636364,0.540540541,0.904176904,0.256756757,20,74,12,18,6,16,0,14,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,14.49174179
bautira01,0,0,0,0,0.129032258,0.181818182,0.129032258,0.31085044,0.193548387,26,31,3,4,0,0,0,2,179,145,0.552469136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018501407
beatyma01,0,0,0,0,0.249084249,0.320066335,0.404761905,0.72482824,0.181318681,260,546,85,136,18,92,7,41,344,202,0.63003663,2,1,1,0.210526316,0.318181818,0.210526316,0.528708134,0.105263158,15,19,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.353936084
beckhgo01,0,0,0,0,0.237143697,0.302712866,0.366735234,0.6694481,0.196885101,1069,3403,420,807,80,351,35,266,1010,1094,0.480038023,1,0,0,0,0.5,0,0.5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.31917151
